id,Job Title,Extracted Skills
203,Flutter Developer,"android, angular, design patterns, dl, flutter, go, ionic, ios, java, jquery, kotlin, r, rest, swift, system design"
204,PHP Developer,"ai, ajax, amazon web services, automation testing, aws, clean code, css, git, github, go, html, integration testing, java, javascript, jquery, json, ml, mysql, php, power bi, powershell, pytest, r, sql, svn, teamwork, unit testing, web3, webpack, websocket"
205,Backend Developer,"ai, clean code, design patterns, r, scala, system design"
206,Full Stack Developer,"agile, ai, angular, api, apis, aws, bootstrap, clean code, dl, git, go, jenkins, networking, neural networks, r, redis, rest, restful, ruby, scala, scrum, teamwork"
207,Java Developer,"agile, ai, amazon web services, analytical, architecture, artificial intelligence, bitbucket, ci/cd, circleci, communication, css, cybersecurity, data engineering, data warehouse, devops, erp, git, github, github actions, gitlab, gitlab ci, go, hadoop, hive, html, huggingface, illustrator, java, javascript, jenkins, jira, junit, kafka, mariadb, mercurial, ml, oop, oracle, power bi, powershell, r, rust, scala, scikit-learn, scipy, security, solidity, spark, spring, spring boot, sqlite, teamwork, typescript, unit testing, vite, web3, webpack, websocket, xamarin"
208,Wordpress Developer,"api, automation testing, communication, css, design patterns, dl, github actions, html, integration testing, java, javascript, jquery, ml, mysql, networking, neural networks, oop, php, r, sql, system design, teamwork, unit testing"
209,Django Developer,"agile, ai, amazon web services, api, apis, aws, data analysis, django, flask, git, go, mysql, objective-c, postgres, python, r, rest, restful, scikit-learn, security, solid, sql, svn"
210,DevOps Engineer,"ai, amazon web services, api, artificial intelligence, automation testing, aws, bash, bitbucket, chef, ci/cd, circleci, clean code, communication, cypress, data warehouse, design patterns, devops, dl, docker, erp, express, expressjs, gitlab ci, go, illustrator, integration testing, ios, jenkins, jest, kubernetes, less, linux, microservices, natural language processing, objective-c, postgres, postgresql, power bi, powershell, puppet, pytest, python, r, redis, rest, rest api, restful, rust, salesforce, scala, scikit-learn, scipy, security, shell, system design, terraform, typescript, unit testing, web3, webpack, websocket"
211,Backend Developer,"ai, amazon web services, api, apis, automation testing, aws, bootstrap, clean code, css, data warehouse, django, firebase, flask, go, html, integration testing, ml, mysql, networking, neural networks, nosql, php, power bi, powershell, pytest, python, r, sql, teamwork, unit testing, web3, webpack, websocket"
212,PHP Developer,"agile, ajax, amazon web services, angularjs, apache, api, bootstrap, communication, css, expressjs, go, html, java, javascript, jquery, json, laravel, ml, mysql, next.js, nextjs, node.js, nodejs, nosql, php, python, r, react.js, reactjs, sql, vue.js, vuejs"
213,Backend Developer,"agile, ai, amazon web services, api, apis, css, django, dl, git, github, go, html, java, javascript, mercurial, ml, mysql, power bi, powershell, r, rails, react, rest, restful, ruby, ruby on rails, scrum, sql, svn, terraform, transformers, web3, webpack, websocket"
214,Django Developer,"ai, api, apis, aws, communication, django, git, github, go, html, java, javascript, jira, ml, mongodb, mysql, python, r, rest, restful, sql, teamwork, terraform, transformers"
215,Full Stack Developer,".net, ai, angular, angularjs, api, apis, architecture, automation testing, azure, bitbucket, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, ethereum, flutter, github, github actions, google cloud, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, leadership, linux, lua, mercurial, microservices, natural language processing, neural networks, numpy, nuxt, oauth, problem solving, puppet, r, rest, restful, ruby, ruby on rails, rust, scrum, security, selenium, solid, sql, swiftui, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
216,Database Administrator,"ai, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, erp, r"
217,PHP Developer,"ai, ajax, amazon web services, angular, angularjs, api, apis, architecture, bdd, clean code, css, git, html, java, javascript, jquery, laravel, lua, mercurial, ml, oop, php, power bi, powershell, python, r, react, reactjs, rest, rest api, scala, security, svn, vue, vuejs, web3, webpack, websocket, xml"
218,Wordpress Developer,"ai, amazon web services, api, apis, architecture, bitbucket, css, cybersecurity, design patterns, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, json, junit, mercurial, ml, php, power bi, powershell, r, rest, restful, scikit-learn, security, solidity, sqlite, svn, system design, unit testing, vite, web3, webpack, websocket, xml"
219,Network Administrator,".net, ai, amazon web services, automation testing, communication, go, integration testing, power bi, powershell, problem solving, r, rest, security, unit testing, web3, webpack, websocket"
220,Network Administrator,"less, networking, neural networks, r, teamwork"
221,Java Developer,".net, agile, ai, amazon web services, analytical, angular, apache, apache spark, architecture, artificial intelligence, asp.net, automation testing, bitbucket, blockchain, bootstrap, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data engineering, dl, docker, elasticsearch, erp, gcp, github actions, gitlab ci, go, google cloud, grpc, html, huggingface, integration testing, ionic, java, javascript, jest, jquery, json, machine learning, mercurial, microservices, ml, mocha, natural language processing, objective-c, opencv, oracle, power bi, powershell, pytest, pytorch, r, react, react native, react.js, reactjs, rest, rest api, restful, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, solid, spacy, sql, sql server, statistics, svn, tcp/ip, typescript, unit testing, web3, webpack, websocket, xml"
222,Flutter Developer,"ai, amazon web services, automation testing, communication, computer vision, crm, dart, dynamodb, ethereum, figma, firebase, flutter, git, html, machine learning, mariadb, matlab, matplotlib, mercurial, microservices, ml, mocha, mongodb, mysql, networking, neural networks, numpy, oop, power bi, powershell, problem solving, r, scrum, selenium, system design, teamwork, terraform, transformers, uml, web3, webpack, websocket, xamarin, xml"
223,PHP Developer,"css, data warehouse, design patterns, git, html, illustrator, integration testing, java, javascript, laravel, ml, nosql, php, r, redis, rust, scala, security, sql"
224,Django Developer,"ai, amazon web services, api, architecture, automation testing, bitbucket, cybersecurity, data engineering, django, git, github, github actions, gitlab, gitlab ci, go, junit, power bi, powershell, python, r, rest, restful, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
225,Node js developer,"ai, amazon web services, dl, express, express.js, go, mongodb, mysql, opencv, php, power bi, powershell, r, sql, web3, webpack, websocket"
226,Django Developer,"ai, amazon web services, communication, css, data warehouse, django, git, go, html, java, javascript, ml, mysql, power bi, powershell, python, r, sap, solid, sql, web3, webpack, websocket"
227,Flutter Developer,"agile, ai, amazon web services, android, dart, flutter, go, ios, java, javascript, networking, neural networks, power bi, powershell, problem solving, r, react, rest, scala, teamwork, web3, webpack, websocket"
228,Wordpress Developer,"ai, ajax, apache, apache spark, api, apis, architecture, automation testing, chef, communication, css, design patterns, dl, elasticsearch, ethereum, git, go, html, integration testing, java, javascript, jquery, json, leadership, mercurial, ml, mysql, oop, perl, php, powershell, r, rest, restful, security, shell, sql, svn, system design, unit testing, xml"
229,Database Administrator,r
230,Network Administrator,"ai, dl, leadership, networking, r, scala"
231,Wordpress Developer,"adobe xd, api, apis, architecture, babel, bert, communication, css, cybersecurity, git, go, html, java, javascript, jquery, json, kubernetes, mercurial, ml, php, r, rest, restful, svn, xml"
232,Software Engineer,".net, api, design patterns, erp, go, r, solid, sql"
233,Backend Developer,"amazon web services, api, apis, architecture, aws, azure, bitbucket, communication, cybersecurity, django, git, github, github actions, gitlab, gitlab ci, go, golang, google cloud, junit, nodejs, php, power bi, powershell, r, rest, restful, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
234,Java Developer,"agile, ai, amazon web services, ansible, apache, architecture, aws, bitbucket, cassandra, ci/cd, communication, cybersecurity, design patterns, devops, docker, git, github, github actions, gitlab, gitlab ci, go, google cloud, hadoop, ios, java, javascript, jenkins, junit, kafka, microservices, ml, mongodb, mysql, networking, neural networks, nosql, oop, oracle, postgres, postgresql, power bi, powershell, r, rest, scala, scikit-learn, security, soap, solidity, spring, sql, sql server, sqlite, system design, teamwork, uml, unit testing, vite, web3, webpack, websocket"
235,DevOps Engineer,"ai, amazon web services, ansible, apache, artificial intelligence, aws, azure, ci/cd, circleci, devops, dl, git, gitlab ci, ios, jenkins, kubernetes, linux, microservices, mysql, networking, nginx, php, postgres, r, scikit-learn, scipy, sql"
236,Java Developer,".net, agile, ai, amazon web services, api, ci/cd, devops, erp, git, go, java, javascript, jira, mysql, oracle, php, plsql, power bi, powershell, python, r, rest, restful, scrum, sql, sql server, unit testing, web3, webpack, websocket"
237,Java Developer,".net, ai, analytical, api, asp.net, c#, clean code, communication, computer vision, confluence, couchdb, data analysis, data engineering, data pipeline, design patterns, erp, express, expressjs, go, html, java, kubernetes, leadership, machine learning, ml, neo4j, networking, neural networks, next.js, nextjs, objective-c, postgres, postgresql, problem solving, r, redis, rest, rest api, rust, scikit-learn, sql, system design, teamwork, xml"
238,Machine Learning,"ai, android, aws, azure, c++, computer vision, deep learning, erp, go, keras, machine learning, ml, numpy, python, pytorch, r, rest, solid, solidity, tensorflow"
239,DevOps Engineer,"agile, ai, amazon web services, analytical, angular, apache, apache spark, architecture, artificial intelligence, automation testing, aws, azure, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data warehouse, design patterns, devops, dl, docker, elasticsearch, gcp, git, github, github actions, gitlab, gitlab ci, google cloud, grpc, huggingface, illustrator, ionic, java, javascript, junit, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, power bi, powershell, python, pytorch, r, react, react native, react.js, reactjs, rust, salesforce, scala, scikit-learn, scipy, scrum, security, shell, sketch, solidity, spacy, sql, sqlite, statistics, system design, tcp/ip, typescript, unit testing, vite, web3, webpack, websocket"
240,PHP Developer,"amazon web services, analytical, bootstrap, css, dl, html, java, javascript, jquery, ml, mysql, networking, neural networks, php, r, sass, sql, swiftui, teamwork, web3, webpack, websocket"
241,Flutter Developer,"flutter, go, html, java, javascript, jquery, json, ml, mysql, php, r, sql"
242,DevOps Engineer,".net, agile, ai, airflow, amazon web services, analytical, android, ansible, apache, apache spark, api, apis, architecture, artificial intelligence, automation testing, azure, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, dl, docker, elasticsearch, fastapi, figma, firebase, gcp, git, github, github actions, gitlab, gitlab ci, google cloud, grpc, hive, huggingface, illustrator, integration testing, ionic, ios, javascript, jenkins, jira, junit, kotlin, leadership, linux, lua, machine learning, mariadb, matplotlib, mercurial, microservices, mocha, natural language processing, networking, nginx, objective-c, opencv, oracle, power bi, powershell, problem solving, python, pytorch, qa, r, rails, react, react native, react.js, reactjs, redis, rest, rest api, ruby on rails, rust, salesforce, scala, scikit-learn, scipy, scrum, security, selenium, sharepoint, shell, sketch, solid, solidity, spacy, spring, spring boot, sqlite, statistics, swift, swiftui, system design, tailwind, tcp/ip, typescript, unit testing, unix, vite, webpack, websocket, xamarin"
243,JavaScript Developer,"api, css, html, java, javascript, jquery, json, junit, microservices, ml, oop, r, rest, restful, unit testing, xml"
244,PHP Developer,"ai, amazon web services, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, git, go, html, java, javascript, laravel, less, mercurial, ml, nosql, php, power bi, powershell, python, r, scala, sql, ssl, svn, web3, webpack, websocket"
245,Node js developer,"architecture, bitbucket, clean code, cybersecurity, git, github, github actions, gitlab, gitlab ci, go, junit, less, node.js, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
246,Django Developer,"ai, amazon web services, api, bootstrap, communication, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, django, erp, flask, go, html, integration testing, java, javascript, jquery, microservices, ml, mysql, objective-c, power bi, powershell, python, r, rest, rest api, scala, scikit-learn, sql, web3, webpack, websocket"
247,Full Stack Developer,"agile, ai, architecture, bitbucket, bootstrap, c++, communication, data visualization, express, go, java, javascript, jira, jquery, lua, mongodb, networking, node.js, oop, php, r, react, rest, restful, rust, security, sql"
248,Wordpress Developer,"ai, architecture, communication, css, git, go, html, java, javascript, jquery, mercurial, ml, r, svn"
249,Wordpress Developer,"api, clean code, css, design patterns, dl, html, java, javascript, jquery, ml, mysql, r, sql, system design"
250,PHP Developer,"ai, ajax, amazon web services, api, apis, automation testing, clean code, css, go, google cloud, html, integration testing, java, javascript, ml, php, power bi, powershell, pytest, r, scala, unit testing, web3, webpack, websocket"
251,Full Stack Developer,".net, ai, architecture, communication, go, mysql, oop, oracle, r, rest, sql, sql server, unit testing"
252,JavaScript Developer,"agile, amazon web services, analytical, automation testing, aws, communication, express, expressjs, go, http, https, java, javascript, linux, ml, mysql, natural language processing, networking, neural networks, oauth, oracle, power bi, powershell, python, qa, r, rest, scala, scrum, security, sql, teamwork, web3, webpack, websocket"
253,Java Developer,"ai, amazon web services, angular, architecture, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, express, go, java, jquery, junit, machine learning, natural language processing, power bi, powershell, r, rest, rust, security, soap, spring, system design, unix, web3, webpack, websocket"
254,Software Engineer,"ai, api, apis, architecture, css, django, dl, fastapi, flask, git, github, go, html, http, https, integration testing, java, javascript, lua, machine learning, ml, mongodb, networking, neural networks, nosql, objective-c, oop, python, r, rest, restful, scala, scikit-learn, security, sharepoint, sql, tdd, teamwork, unit testing"
255,Flutter Developer,"android, api, apis, dart, flutter, git, java, json, kotlin, ml, objective-c, r, rest, restful, swift, xml"
256,Java Developer,"ai, amazon web services, api, apis, automation testing, design patterns, java, lua, networking, neural networks, r, rest, rest api, spring, swiftui, system design, teamwork, web3, webpack, websocket"
257,JavaScript Developer,"analytical, angular, bootstrap, communication, devops, go, html, java, javascript, linux, ml, mongodb, mysql, node.js, nosql, postgres, r, shell, sql, swiftui, unix"
258,DevOps Engineer,"architecture, devops, elasticsearch, git, networking, r"
259,iOS Developer,"ai, angular, angularjs, apache spark, api, architecture, artificial intelligence, blockchain, chai, dart, data warehouse, deep learning, elasticsearch, go, laravel, machine learning, mariadb, objective-c, pyspark, r, scikit-learn, sharepoint, sklearn, spark, swift, xamarin"
260,Wordpress Developer,"ai, ajax, architecture, css, html, java, javascript, ml, mysql, php, r, sql"
261,Full Stack Developer,"ai, aws, express, go, http, ios, mongodb, problem solving, r, react, spark"
262,Node js developer,"angular, angularjs, api, apis, css, go, google cloud, html, java, jquery, ml, mysql, nodejs, php, r, react, sql"
263,PHP Developer,"amazon web services, analytical, api, apis, css, html, java, javascript, jquery, ml, php, power bi, powershell, r, web3, webpack, websocket"
264,Backend Developer,"agile, ai, amazon web services, analytical, angular, api, apis, bootstrap, clean code, css, data analysis, design patterns, dynamodb, express, git, go, html, integration testing, java, javascript, jwt, microservices, ml, mongodb, mysql, node.js, nosql, oauth, power bi, powershell, r, react, reactjs, redis, rest, scala, security, sql, system design, unit testing, vue, vuejs, web3, webpack, websocket"
265,Full Stack Developer,"angular, angularjs, architecture, automation testing, azure, bitbucket, clean code, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, deep learning, design patterns, devops, erp, ethereum, flutter, github, github actions, google cloud, huggingface, illustrator, jquery, junit, kubernetes, leadership, linux, lua, mercurial, natural language processing, neural networks, node.js, nodejs, numpy, nuxt, oauth, power bi, powershell, puppet, r, restful, ruby, ruby on rails, rust, scrum, security, selenium, swiftui, system design, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
266,Machine Learning,"agile, ai, amazon web services, analytical, aws, azure, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, dl, gcp, go, google cloud, hadoop, hive, java, machine learning, microservices, oop, power bi, powershell, pyspark, python, r, scala, shell, spark, sql, unix, web3, webpack, websocket"
267,Node js developer,"agile, ai, ajax, amazon web services, angular, api, apis, architecture, artificial intelligence, aws, bitbucket, ci/cd, circleci, clean code, css, cybersecurity, data warehouse, dl, express, express.js, expressjs, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, java, javascript, jest, jquery, junit, linux, lua, ml, mocha, mongodb, mysql, networking, neural networks, node.js, nodejs, oop, postgres, postgresql, power bi, powershell, r, react, rest, rest api, rust, scikit-learn, scipy, security, solidity, sql, sqlite, ssl, svn, teamwork, terraform, transformers, unit testing, vite, web3, webpack, websocket"
268,Node js developer,"adobe xd, agile, ajax, amazon web services, analytical, angular, angularjs, babel, bash, css, express, expressjs, firebase, git, html, java, javascript, kanban, linux, microservices, ml, next.js, nextjs, nginx, node.js, nuxt, problem solving, r, scala, swiftui, teamwork, unix, xamarin, xml"
269,iOS Developer,"ai, objective-c, oop, r"
270,DevOps Engineer,"adobe xd, ai, amazon web services, ansible, architecture, artificial intelligence, automation testing, aws, bitbucket, chef, ci/cd, circleci, cybersecurity, data engineering, deep learning, design patterns, devops, dl, docker, erp, git, github, github actions, gitlab, gitlab ci, google cloud, java, jenkins, junit, k8s, kanban, leadership, less, machine learning, microservices, natural language processing, networking, neural networks, power bi, powershell, puppet, python, r, salesforce, sap, scala, scikit-learn, scipy, scrum, security, solid, solidity, sqlite, system design, teamwork, unit testing, vite, web3, webpack, websocket"
271,PHP Developer,"ajax, api, apis, css, dl, html, java, javascript, laravel, ml, php, r, vue"
272,iOS Developer,"ai, amazon web services, dl, ios, networking, objective-c, power bi, powershell, problem solving, r, rust, swift, web3, webpack, websocket"
273,iOS Developer,"ai, amazon web services, api, apis, data warehouse, git, github, go, illustrator, ios, power bi, powershell, problem solving, r, rest, restful, rust, solid, swift, swiftui, web3, webpack, websocket"
274,iOS Developer,"ai, clean code, communication, data warehouse, design patterns, go, illustrator, ios, lua, r, react, rust, solid, sql, sqlite, swift, swiftui"
275,iOS Developer,"ai, amazon web services, api, apis, communication, design patterns, firebase, git, go, ios, json, objective-c, power bi, powershell, problem solving, r, rest, scala, solid, sql, sqlite, swift, system design, web3, webpack, websocket"
276,iOS Developer,"api, communication, go, google cloud, ios, r, swift"
277,Software Engineer,"amazon web services, architecture, aws, bitbucket, c++, computer vision, cybersecurity, deep learning, git, github, github actions, gitlab, gitlab ci, go, http, https, java, junit, machine learning, microservices, natural language processing, python, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
278,Software Engineer,"ai, amazon web services, analytical, ansible, api, artificial intelligence, automation testing, aws, ci/cd, circleci, communication, data analysis, data warehouse, design patterns, devops, docker, gitlab ci, go, http, https, illustrator, integration testing, ios, jenkins, linux, microservices, natural language processing, power bi, powershell, qa, r, rest, rest api, restful, rust, scikit-learn, scipy, scrum, security, solid, system design, tdd, teamwork, unit testing, unix, vite, web3, webpack, websocket"
279,Java Developer,"ai, amazon web services, architecture, bitbucket, clean code, css, cybersecurity, dl, git, github, github actions, gitlab, gitlab ci, go, html, integration testing, ios, java, javascript, jquery, junit, microservices, ml, power bi, powershell, r, sap, scikit-learn, security, solidity, spring, sqlite, unit testing, vagrant, vite, web3, webpack, websocket"
280,Java Developer,".net, agile, ai, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, automation testing, azure, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data warehouse, docker, elasticsearch, ethereum, express, expressjs, firebase, gcp, git, github actions, gitlab ci, go, google cloud, grpc, http, https, huggingface, integration testing, ionic, javascript, jenkins, linux, machine learning, mercurial, microservices, mocha, natural language processing, neural networks, objective-c, opencv, oracle, postgres, postgresql, power bi, powershell, pytest, pytorch, r, react, react native, react.js, reactjs, redis, rest, rest api, restful, salesforce, scala, scikit-learn, scipy, scrum, security, sharepoint, sketch, spacy, sql, sql server, statistics, svn, tcp/ip, trello, typescript, unit testing, web3, webpack, websocket"
281,JavaScript Developer,"amazon web services, api, architecture, aws, bitbucket, c++, communication, cybersecurity, dl, erp, git, github, github actions, gitlab, gitlab ci, go, java, javascript, junit, less, power bi, powershell, r, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
282,PHP Developer,"ai, angular, angularjs, api, apis, architecture, git, go, integration testing, laravel, mysql, php, r, sql"
283,Software Engineer,".net, c++, clean code, go, java, r"
284,Software Engineer,"agile, ai, amazon web services, api, architecture, c#, c++, css, design patterns, dl, elasticsearch, git, java, javascript, linux, lua, microservices, power bi, powershell, python, r, rest, scala, scrum, solid, spring, sql, sqlite, statistics, system design, web3, webpack, websocket"
285,Java Developer,"agile, ai, airflow, amazon web services, angular, architecture, artificial intelligence, bitbucket, blockchain, chai, cybersecurity, design patterns, git, github, github actions, gitlab, gitlab ci, go, java, junit, microservices, mongodb, power bi, powershell, r, react, reactjs, rust, scikit-learn, security, solidity, spring, spring boot, sqlite, system design, tensorflow, unit testing, vite, web3, webpack, websocket"
286,DevOps Engineer,"ai, ansible, architecture, artificial intelligence, aws, ci/cd, circleci, dl, docker, git, github, gitlab ci, go, google cloud, jenkins, kubernetes, linux, python, r, ruby, scikit-learn, scipy, terraform"
287,Database Administrator,"ai, communication, dl, go, less, r, rest, scala, security, sql, sql server"
288,Backend Developer,"agile, ai, amazon web services, api, apis, architecture, artificial intelligence, automation testing, azure, ci/cd, circleci, docker, git, github, gitlab, gitlab ci, go, golang, integration testing, microservices, networking, neural networks, nosql, objective-c, power bi, powershell, r, rest, restful, scala, scikit-learn, scipy, sql, swiftui, teamwork, unit testing, web3, webpack, websocket"
289,Wordpress Developer,"ai, api, apis, architecture, bitbucket, css, cybersecurity, design patterns, git, github, github actions, gitlab, gitlab ci, go, html, http, java, javascript, junit, ml, php, r, rest, rest api, restful, scikit-learn, security, solidity, sqlite, system design, unit testing, vite"
290,Backend Developer,"angular, api, bootstrap, css, git, html, json, ml, r"
291,Full Stack Developer,"ai, angular, angularjs, api, apis, architecture, automation testing, azure, bitbucket, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, design patterns, dl, ethereum, express, flutter, git, github, github actions, google cloud, html, huggingface, illustrator, java, javascript, jquery, json, junit, kubernetes, less, linux, lua, mercurial, ml, natural language processing, neural networks, nodejs, numpy, nuxt, oauth, puppet, r, react, rest, restful, ruby, ruby on rails, rust, scrum, security, selenium, solid, swiftui, system design, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
292,Machine Learning,"ai, amazon web services, api, artificial intelligence, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, erp, git, go, machine learning, natural language processing, power bi, powershell, python, r, solid, statistics, system design, web3, webpack, websocket"
293,JavaScript Developer,"ai, amazon web services, architecture, data warehouse, go, illustrator, java, javascript, microservices, networking, neural networks, nodejs, objective-c, power bi, powershell, r, rust, scikit-learn, teamwork, web3, webpack, websocket"
295,Node js developer,"ai, ajax, analytical, angular, angularjs, architecture, bitbucket, cassandra, computer vision, css, cybersecurity, design patterns, express, expressjs, git, github, github actions, gitlab, gitlab ci, go, html, integration testing, java, javascript, junit, ml, mongodb, mysql, node.js, nodejs, problem solving, r, scikit-learn, security, solidity, sql, sqlite, system design, unit testing, vite"
296,PHP Developer,"ai, ajax, amazon web services, api, bitbucket, css, dl, git, html, java, javascript, jquery, ml, mysql, php, power bi, powershell, r, rest, rest api, sql, web3, webpack, websocket"
297,Django Developer,"communication, css, django, go, html, java, javascript, ml, python, r, rest"
298,Flutter Developer,"ai, amazon web services, android, api, apis, flutter, git, ios, power bi, powershell, r, rest, swiftui, web3, webpack, websocket"
299,Wordpress Developer,"ajax, amazon web services, css, html, java, javascript, jquery, ml, mysql, power bi, powershell, r, sql, web3, webpack, websocket"
301,DevOps Engineer,"ai, amazon web services, ansible, api, artificial intelligence, automation testing, aws, ci/cd, circleci, clean code, data engineering, devops, dl, git, github, gitlab ci, integration testing, networking, neural networks, power bi, powershell, qa, r, scikit-learn, scipy, security, shell, sql, teamwork, terraform, unit testing, web3, webpack, websocket"
302,Database Administrator,"ai, dl, express, go, r, security, solid, ssl, teamwork, terraform, transformers"
303,Software Engineer,"ai, amazon web services, apache, api, apis, architecture, cassandra, communication, integration testing, java, kafka, microservices, power bi, powershell, python, r, rest, rest api, scala, web3, webpack, websocket"
304,Backend Developer,"ai, amazon web services, architecture, bitbucket, css, cybersecurity, elasticsearch, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, junit, ml, power bi, powershell, r, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
306,JavaScript Developer,"angular, architecture, aws, flutter, gcp, go, java, javascript, mongodb, node.js, r, react, react native, vue"
307,PHP Developer,"ai, amazon web services, architecture, bitbucket, crm, cybersecurity, erp, git, github, github actions, gitlab, gitlab ci, junit, laravel, php, power bi, powershell, r, scala, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
308,Full Stack Developer,"agile, ai, analytical, api, communication, devops, dl, docker, erp, git, go, html, java, javascript, jquery, less, lua, ml, mysql, objective-c, php, qa, r, rest, rest api, scikit-learn, scrum, security, sql"
309,iOS Developer,"api, communication, go, ios, json, networking, neural networks, r, rest, restful, security, swift, teamwork, unit testing"
310,Network Administrator,"ai, express, expressjs, less, r, security"
311,Wordpress Developer,"ajax, amazon web services, angularjs, communication, css, expressjs, go, html, jquery, json, ml, next.js, nextjs, node.js, nodejs, php, power bi, powershell, r, react.js, reactjs, solid, vue.js, vuejs, web3, webpack, websocket"
312,JavaScript Developer,"agile, ai, ajax, analytical, angular, angular.js, angularjs, bootstrap, communication, css, dl, html, ionic, java, javascript, jquery, ml, networking, neural networks, problem solving, r, react, react.js, rest, restful, teamwork, typescript"
313,Java Developer,"agile, ai, amazon web services, architecture, bitbucket, computer vision, cybersecurity, data warehouse, git, github, github actions, gitlab, gitlab ci, go, google cloud, illustrator, java, javascript, jquery, junit, kanban, lua, power bi, powershell, r, rust, salesforce, scikit-learn, scrum, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
314,Full Stack Developer,"ai, angular, angularjs, api, architecture, bootstrap, cassandra, design patterns, devops, express, git, go, html, java, javascript, jquery, ml, mongodb, mysql, node.js, nodejs, oop, oracle, r, redis, rest, rest api, restful, scala, solid, sql, typescript, unit testing"
315,Django Developer,"api, apis, architecture, css, django, dl, git, go, html, java, javascript, jquery, ml, python, r, svn, teamwork, terraform, transformers"
316,Machine Learning,"ai, amazon web services, architecture, bitbucket, cybersecurity, data warehouse, design patterns, dl, git, github, github actions, gitlab, gitlab ci, go, illustrator, junit, machine learning, ml, oop, power bi, powershell, python, r, rust, sass, scikit-learn, security, solidity, sql, sqlite, statistics, system design, unit testing, vite, web3, webpack, websocket"
317,Django Developer,"ai, amazon web services, angular, angularjs, api, apis, architecture, bitbucket, css, cybersecurity, data engineering, data warehouse, design patterns, django, elasticsearch, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, java, javascript, junit, leadership, linux, ml, mysql, nuxt, postgres, postgresql, power bi, powershell, python, r, rust, scala, scikit-learn, security, solidity, sql, sqlite, statistics, swiftui, system design, unit testing, vite, web3, webpack, websocket"
318,iOS Developer,"amazon web services, git, go, integration testing, ios, power bi, powershell, r, web3, webpack, websocket"
319,Software Engineer,"ai, android, architecture, communication, go, java, kotlin, qa, r, react, redis, solidity, unit testing"
320,Wordpress Developer,"agile, integration testing, oop, r, security"
321,Java Developer,"agile, ai, apache, apache spark, api, apis, architecture, automation testing, aws, bootstrap, chef, clean code, design patterns, erp, ethereum, google cloud, hadoop, integration testing, java, oop, powershell, pytest, qa, r, rest, shell, soap, spring, spring boot, system design, unit testing"
322,Backend Developer,"ai, api, apis, bootstrap, css, django, go, html, less, ml, mysql, postgres, python, r, redis, rest, rest api, sass, sql, terraform, transformers"
324,Django Developer,"ai, api, apis, automation testing, aws, communication, css, django, go, html, integration testing, java, javascript, jquery, keras, machine learning, matplotlib, ml, mysql, numpy, pandas, pytest, python, pytorch, r, rest, rest api, scala, scikit-learn, scipy, sql, tensorflow, unit testing"
